Time,PWM Value,Intensity
1.0453112125396729,65535,99.99847412109375
1.0566439628601074,65470,99.8992919921875
1.0676162242889404,65470,99.8992919921875
1.0782537460327148,65470,99.8992919921875
1.0896000862121582,65470,99.8992919921875
1.0998711585998535,65470,99.8992919921875
1.1109867095947266,65470,99.8992919921875
1.1215295791625977,65470,99.8992919921875
1.1330938339233398,65470,99.8992919921875
1.1432242393493652,65470,99.8992919921875
1.1542315483093262,65470,99.8992919921875
1.1650733947753906,65470,99.8992919921875
1.176609992980957,65470,99.8992919921875
1.1871187686920166,65470,99.8992919921875
1.1982452869415283,65470,99.8992919921875
1.2092466354370117,65470,99.8992919921875
1.2192442417144775,65470,99.8992919921875
1.2304773330688477,65470,99.8992919921875
1.2418076992034912,65470,99.8992919921875
1.6499040126800537,65470,99.8992919921875
1.661799669265747,65470,99.8992919921875
1.6713168621063232,65470,99.8992919921875
1.6823294162750244,65470,99.8992919921875
1.6931507587432861,65470,99.8992919921875
1.7046589851379395,65470,99.8992919921875
1.716780424118042,65470,99.8992919921875
1.7264187335968018,65470,99.8992919921875
1.7373871803283691,65470,99.8992919921875
1.74839448928833,65470,99.8992919921875
1.7583775520324707,65470,99.8992919921875
1.7698986530303955,65470,99.8992919921875
1.7800886631011963,65470,99.8992919921875
1.7916462421417236,65470,99.8992919921875
1.8018107414245605,65470,99.8992919921875
1.81280517578125,65470,99.8992919921875
1.8236744403839111,65470,99.8992919921875
1.835099697113037,65470,99.8992919921875
1.8456344604492188,65470,99.8992919921875
1.8568463325500488,65470,99.8992919921875
1.8670117855072021,65470,99.8992919921875
1.8785881996154785,65470,99.8992919921875
1.8886761665344238,65470,99.8992919921875
1.900339126586914,65470,99.8992919921875
1.9106876850128174,65470,99.8992919921875
1.922044038772583,65470,99.8992919921875
1.9324355125427246,65470,99.8992919921875
1.9440419673919678,65470,99.8992919921875
1.9539964199066162,65470,99.8992919921875
1.9655554294586182,65470,99.8992919921875
1.9757115840911865,65470,99.8992919921875
1.9872832298278809,65470,99.8992919921875
1.9977402687072754,65470,99.8992919921875
2.0090367794036865,65470,99.8992919921875
2.0192041397094727,65470,99.8992919921875
2.030766248703003,65470,99.8992919921875
2.0405938625335693,65470,99.8992919921875
2.0526750087738037,65470,99.8992919921875
2.063364028930664,65470,99.8992919921875
2.0743627548217773,65470,99.8992919921875
2.0845515727996826,65470,99.8992919921875
2.0953311920166016,65470,99.8992919921875
2.1062941551208496,65470,99.8992919921875
2.117302656173706,65470,99.8992919921875
2.128563404083252,65470,99.8992919921875
2.139432907104492,65470,99.8992919921875
2.1499011516571045,65470,99.8992919921875
2.1613621711730957,65470,99.8992919921875
2.172057628631592,65470,99.8992919921875
2.1830906867980957,65470,99.8992919921875
2.193800926208496,65470,99.8992919921875
2.2042200565338135,65470,99.8992919921875
2.2144360542297363,65470,99.8992919921875
2.22611665725708,65470,99.8992919921875
2.2368736267089844,65470,99.8992919921875
2.2480058670043945,65470,99.8992919921875
2.258345127105713,65470,99.8992919921875
2.2698755264282227,65470,99.8992919921875
2.279998302459717,65470,99.8992919921875
2.2915921211242676,65470,99.8992919921875
2.3025453090667725,65470,99.8992919921875
2.313365936279297,65470,99.8992919921875
2.3245701789855957,65470,99.8992919921875
2.3351187705993652,65470,99.8992919921875
2.3457345962524414,65470,99.8992919921875
2.3563075065612793,65470,99.8992919921875
2.366926670074463,65470,99.8992919921875
